year_decimal,sea_level_m,flag
1918.9583,6.872,99
1919.0417,6.897,0
1919.125,6.98,99
1919.2083,6.906,0
1919.2917,6.954,0
1919.375,6.952,0
1919.4583,7.032,0
1919.5417,7.018,0
1919.625,7.067,0
1919.7083,7.118,0
1919.7917,7.043,0
1919.875,7.08,0
1919.9583,6.939,0
1920.0417,6.864,99
1920.125,6.966,0
1920.2083,6.881,0
1920.2917,6.938,0
1920.375,7.008,0
1920.4583,6.943,0
1920.5417,6.933,0
1920.625,6.979,0
1920.7083,6.985,0
1920.7917,6.999,0
1920.875,7.021,0
1920.9583,7.007,0
1921.0417,6.914,0
1921.125,6.998,0
1921.2083,6.958,0
1921.2917,6.94,0
1921.375,6.948,0
1921.4583,6.969,0
1921.5417,6.994,0
1921.625,6.985,0
1921.7083,7.024,0
1921.7917,7.126,0
1921.875,7.084,0
1921.9583,6.941,0
1922.0417,6.932,0
1922.125,6.952,0
1922.2083,6.957,0
1922.2917,6.89,0
1922.375,6.982,0
1922.4583,7.008,99
1922.5417,6.913,0
1922.625,6.963,0
1922.7083,6.946,0
1922.7917,7.091,0
1922.875,7.003,0
1922.9583,6.939,0
1923.0417,6.829,0
1923.125,6.854,0
1923.2083,6.968,0
1923.2917,6.972,0
1923.375,6.956,0
1923.4583,6.966,0
1923.5417,6.972,0
1923.625,6.99,0
1923.7083,6.91,0
1923.7917,6.982,0
1923.875,6.957,99
1923.9583,6.861,0
1924.0417,6.924,99
1924.125,7.019,99
1924.2083,7.091,99
1924.2917,6.99,0
1924.375,7.022,0
1924.4583,6.958,0
1924.5417,6.962,0
1924.625,6.977,0
1924.7083,6.972,0
1924.7917,7.006,0
1924.875,7.004,0
1924.9583,6.908,0
1925.0417,6.864,99
1925.125,6.874,0
1925.2083,6.976,99
1925.2917,6.866,99
1925.375,6.906,0
1925.4583,6.972,0
1925.5417,6.977,0
1925.625,7.02,0
1925.7083,7.061,0
1925.7917,7.067,99
1925.875,6.998,99
1925.9583,7.045,99
1926.0417,7.029,99
1926.125,6.977,99
1926.2083,6.971,0
1926.2917,6.947,0
1926.375,6.978,99
1926.4583,7.048,0
1926.5417,7.095,0
1926.625,7.15,0
1926.7083,7.191,0
1926.7917,7.228,99
1926.875,7.1,0
1926.9583,6.983,0
1927.0417,6.895,0
1927.125,6.922,0
1927.2083,6.885,0
1927.2917,6.951,0
1927.375,7.024,0
1927.4583,7.014,0
1927.5417,6.944,0
1927.625,7.01,0
1927.7083,7.011,0
1927.7917,7.108,0
1927.875,7.069,99
1927.9583,7.056,99
1928.0417,6.829,99
1928.125,6.834,99
1928.2083,6.963,0
1928.2917,6.975,0
1928.375,6.957,0
1928.4583,7.034,0
1928.5417,7.042,0
1928.625,7.006,0
1928.7083,7.067,99
1928.7917,7.017,0
1928.875,6.989,99
1928.9583,6.979,0
1929.0417,6.917,99
1929.125,6.903,0
1929.2083,6.956,0
1929.2917,6.943,0
1929.375,6.887,99
1929.4583,6.843,0
1929.5417,6.873,99
1929.625,6.986,0
1929.7083,6.985,0
1929.7917,6.94,0
1929.875,6.907,99
1929.9583,6.943,0
1930.0417,6.966,0
1930.125,6.942,0
1930.2083,6.944,0
1930.2917,6.984,0
1930.375,6.992,0
1930.4583,7.017,0
1930.5417,7.039,0
1930.625,7.04,99
1930.7083,7.084,0
1930.7917,7.114,0
1930.875,7.101,0
1930.9583,7.04,0
1931.0417,6.989,0
1931.125,6.65,0
1931.2083,6.961,99
1931.2917,6.92,99
1931.375,6.795,99
1931.4583,7.012,99
1931.5417,7.021,0
1931.625,6.923,0
1931.7083,7.02,0
1931.7917,7.197,0
1931.875,7.123,0
1931.9583,7.022,99
1932.0417,6.966,0
1932.125,7.067,0
1932.2083,7.07,99
1932.2917,6.964,0
1932.375,6.962,0
1932.4583,6.991,0
1932.5417,7.012,99
1932.625,7.055,0
1932.7083,7.102,0
1932.7917,7.043,99
1932.875,7.096,99
1932.9583,7.091,99
1933.0417,7.035,99
1933.125,6.973,99
1933.2083,6.902,99
1933.2917,6.93,99
1933.375,6.975,99
1933.4583,6.937,0
1933.5417,6.937,0
1933.625,7.047,0
1933.7083,6.993,99
1933.7917,7.148,99
1933.875,7.226,0
1933.9583,7.114,0
1934.0417,6.96,0
1934.125,7.032,0
1934.2083,7.016,0
1934.2917,7.079,0
1934.375,7.092,0
1934.4583,7.096,0
1934.5417,7.118,99
1934.625,7.053,99
1934.7083,7.106,0
1934.7917,7.058,0
1934.875,7.087,99
1934.9583,7.002,99
1935.0417,6.996,0
1935.125,6.907,0
1935.2083,6.934,99
1935.2917,6.917,0
1935.375,7.035,0
1935.4583,6.995,0
1935.5417,7.054,0
1935.625,7.092,99
1935.7083,7.047,0
1935.7917,7.054,0
1935.875,7.067,0
1935.9583,7.051,0
1936.0417,7.076,99
1936.125,7.127,99
1936.2083,7.074,99
1936.2917,7.076,0
1936.375,7.055,0
1936.4583,7.018,0
1936.5417,7.02,0
1936.625,7.134,99
1936.7083,7.111,99
1936.7917,7.105,99
1936.875,7.095,0
1936.9583,7.038,0
1937.0417,7.01,99
1937.125,7.003,99
1937.2083,6.925,0
1937.2917,6.908,99
1937.375,6.916,0
1937.4583,6.935,0
1937.5417,7.006,0
1937.625,7.033,99
1937.7083,7.193,99
1937.7917,7.243,0
1937.875,7.266,99
1937.9583,7.149,0
1938.0417,7.065,99
1938.125,7.099,99
1938.2083,7.141,0
1938.2917,7.242,99
1938.375,6.928,99
1938.4583,7.008,0
1938.5417,6.939,0
1938.625,6.982,0
1938.7083,7.002,0
1938.7917,7.022,0
1938.875,7.021,0
1938.9583,7.012,99
1939.0417,6.985,0
1939.125,6.889,99
1939.2083,6.951,0
1939.2917,6.948,99
1939.375,6.974,0
1939.4583,6.979,0
1939.5417,7.009,0
1939.625,7.0,0
1939.7083,7.049,0
1939.7917,7.082,0
1939.875,6.967,0
1939.9583,7.023,0
1942.0417,6.93,99
1942.125,7.009,0
1942.2083,7.045,0
1942.2917,7.011,0
1942.375,6.976,0
1942.4583,7.054,99
1942.5417,7.029,99
1942.625,7.046,99
1942.7083,7.099,0
1942.7917,7.157,0
1942.875,7.207,0
1942.9583,7.075,99
1943.0417,7.003,99
1943.125,6.924,0
1943.2083,7.089,99
1943.2917,7.06,0
1943.375,7.006,0
1943.4583,7.055,99
1943.5417,7.023,0
1943.625,7.086,0
1943.7083,7.095,0
1943.7917,7.113,0
1943.875,7.047,0
1943.9583,7.037,0
1944.0417,6.948,0
1944.125,7.016,99
1944.2083,7.016,0
1944.2917,7.018,99
1944.375,7.062,99
1944.4583,7.106,0
1944.5417,7.062,0
1944.625,7.073,0
1944.7083,7.074,0
1944.7917,7.071,0
1944.875,7.074,0
1944.9583,7.043,0
1945.0417,7.004,99
1945.125,6.88,99
1945.2083,6.948,99
1945.2917,7.096,99
1945.375,7.028,99
1945.4583,7.063,99
1945.5417,7.028,99
1945.625,7.007,99
1945.7083,7.041,99
1945.7917,7.093,99
1945.875,7.144,99
1945.9583,7.044,99
1946.0417,7.031,0
1946.125,6.939,99
1946.2083,7.029,99
1946.2917,7.063,0
1946.375,7.086,99
1946.4583,7.026,99
1946.5417,7.078,0
1946.625,7.032,99
1946.7083,7.03,0
1946.7917,7.097,0
1946.875,7.12,0
1946.9583,6.974,0
1947.0417,7.005,99
1947.125,7.089,99
1947.2083,7.077,0
1947.2917,6.992,99
1947.375,7.058,99
1947.4583,7.018,99
1947.5417,7.06,99
1947.625,7.044,99
1947.7083,7.074,0
1947.7917,7.087,0
1947.875,7.08,0
1947.9583,7.02,0
1951.0417,6.997,0
1951.125,6.978,0
1951.2083,7.072,99
1951.2917,7.028,99
1951.375,7.022,99
1951.4583,7.056,0
1951.5417,7.054,0
1951.625,7.005,99
1951.7083,7.04,0
1951.7917,7.038,0
1951.875,7.064,99
1951.9583,7.059,99
1952.0417,6.916,99
1952.125,6.919,99
1952.2083,6.965,0
1952.2917,6.913,0
1952.375,6.977,0
1952.4583,6.967,0
1952.5417,6.928,0
1952.625,6.925,0
1952.7083,6.99,99
1952.7917,7.015,99
1952.875,7.063,0
1952.9583,6.959,99
1953.0417,6.927,99
1953.125,7.045,99
1953.2083,6.861,99
1953.2917,6.998,99
1953.375,6.885,99
1953.4583,7.061,99
1953.5417,6.938,99
1953.625,7.004,99
1953.7083,7.0,99
1953.7917,6.926,99
1953.875,7.059,99
1953.9583,7.121,99
1954.0417,6.944,99
1954.125,6.973,99
1954.2083,6.919,99
1954.2917,6.944,99
1954.375,7.03,99
1954.4583,7.017,0
1954.5417,6.961,0
1954.625,6.976,99
1954.7083,6.996,0
1954.7917,7.082,99
1954.875,7.17,99
1954.9583,7.011,0
1955.0417,7.013,99
1955.125,7.019,0
1955.2083,7.076,0
1955.2917,7.029,0
1955.375,7.005,0
1955.4583,7.055,99
1955.5417,7.076,99
1955.625,7.078,99
1955.7083,7.061,99
1955.7917,7.181,0
1955.875,7.2,0
1955.9583,6.99,99
1956.0417,7.013,99
1956.125,7.021,99
1956.2083,6.992,99
1956.2917,7.019,99
1956.375,6.842,99
1956.4583,6.945,99
1956.5417,6.963,99
1956.625,6.991,0
1956.7083,7.03,99
1956.7917,7.101,99
1956.875,7.026,99
1956.9583,6.977,99
1957.0417,7.003,99
1957.125,6.942,99
1957.2083,7.01,99
1957.2917,7.005,99
1957.375,7.01,99
1957.4583,6.994,0
1957.5417,7.064,99
1957.625,7.05,99
1957.7083,7.067,99
1957.7917,7.116,99
1957.875,7.084,99
1957.9583,7.053,99
1958.0417,6.998,0
1958.125,7.012,99
1958.2083,6.978,99
1958.2917,6.967,0
1958.375,6.97,0
1958.4583,7.001,0
1958.5417,6.97,0
1958.625,7.03,0
1958.7083,7.027,99
1958.7917,7.059,0
1958.875,7.065,0
1958.9583,7.111,0
1959.0417,7.069,1
1959.125,6.974,2
1959.2083,6.993,3
1959.2917,6.932,1
1959.375,7.002,0
1959.4583,6.997,0
1959.5417,7.039,0
1959.625,7.047,0
1959.7083,7.08,0
1959.7917,7.074,0
1959.875,7.073,0
1959.9583,6.899,0
1960.0417,7.022,0
1960.125,7.077,0
1960.2083,7.051,2
1960.2917,7.022,1
1960.375,7.031,0
1960.4583,7.06,0
1960.5417,7.024,0
1960.625,7.018,0
1960.7083,7.059,0
1960.7917,7.099,0
1960.875,7.05,2
1960.9583,6.968,0
1961.0417,6.904,0
1961.125,6.923,0
1961.2083,7.033,1
1961.2917,6.986,0
1961.375,7.078,2
1961.4583,7.045,0
1961.5417,7.059,2
1961.625,7.093,0
1961.7083,7.088,0
1961.7917,7.047,0
1961.875,7.15,0
1961.9583,7.129,0
1962.0417,7.014,0
1962.125,6.957,0
1962.2083,7.086,2
1962.2917,7.002,0
1962.375,6.975,0
1962.4583,7.06,0
1962.5417,7.025,0
1962.625,7.037,0
1962.7083,7.076,5
1965.7917,7.228,0
1965.875,7.098,0
1965.9583,6.973,0
1966.0417,7.056,0
1966.125,7.105,1
1966.2083,7.058,5
1966.2917,6.989,0
1966.375,7.055,0
1966.4583,7.02,4
1966.5417,7.096,0
1966.625,7.06,0
1966.7083,7.131,0
1966.7917,7.102,0
1966.875,7.073,0
1966.9583,6.984,0
1967.0417,6.99,0
1967.125,7.023,0
1967.2083,6.982,0
1967.2917,7.081,0
1967.375,7.055,0
1967.4583,7.052,0
1967.5417,7.037,0
1967.625,7.034,0
1967.7083,7.053,0
1967.7917,7.107,0
1967.875,7.166,0
1967.9583,7.032,0
1968.0417,6.953,0
1968.125,7.081,0
1968.2083,7.05,0
1968.2917,7.047,0
1968.375,7.008,0
1968.4583,7.048,0
1968.5417,7.064,0
1968.625,7.059,0
1968.7083,7.039,0
1968.7917,7.106,0
1968.875,7.211,0
1968.9583,7.102,0
1969.0417,7.116,0
1969.125,7.215,0
1969.2083,7.12,0
1969.2917,7.014,0
1969.375,7.031,0
1969.4583,7.083,0
1969.5417,7.127,0
1969.625,7.129,0
1969.7083,7.061,0
1969.7917,7.176,0
1969.875,7.168,0
1969.9583,7.034,0
1970.0417,7.179,0
1970.125,7.008,0
1970.2083,7.069,0
1970.2917,7.013,0
1970.375,7.044,0
1970.4583,7.051,0
1970.5417,7.03,0
1970.625,7.041,0
1970.7083,7.072,0
1970.7917,7.136,0
1970.875,7.1,0
1970.9583,7.095,0
1971.0417,7.049,0
1971.125,7.009,0
1971.2083,7.058,0
1971.2917,7.099,0
1971.375,7.063,0
1971.4583,7.013,0
1971.5417,7.083,0
1971.625,7.039,0
1971.7083,7.083,0
1971.7917,7.124,0
1971.875,7.104,0
1971.9583,7.017,0
1972.0417,7.023,0
1972.125,7.04,0
1972.2083,7.039,0
1972.2917,7.017,0
1972.375,6.999,0
1972.4583,6.998,0
1972.5417,7.011,0
1972.625,7.021,0
1972.7083,7.075,0
1972.7917,7.127,0
1972.875,7.086,0
1972.9583,7.052,0
1973.0417,6.996,0
1973.125,6.982,0
1973.2083,7.021,0
1973.2917,7.047,0
1973.375,7.047,0
1973.4583,7.056,1
1973.5417,7.047,1
1973.625,7.058,2
1973.7083,7.054,0
1973.7917,7.074,0
1973.875,7.128,0
1973.9583,7.087,0
1974.0417,7.017,0
1974.125,7.014,0
1974.2083,7.058,0
1974.2917,7.039,0
1974.375,7.035,0
1974.4583,7.099,0
1974.5417,7.117,0
1974.625,7.082,0
1974.7083,7.056,0
1974.7917,7.027,0
1974.875,7.051,0
1974.9583,7.01,0
1975.0417,7.019,0
1975.125,7.075,0
1975.2083,7.002,0
1975.2917,6.994,0
1975.375,7.021,0
1975.4583,7.021,0
1975.5417,7.031,0
1975.625,7.068,0
1975.7083,7.028,0
1975.7917,7.073,0
1975.875,7.045,0
1975.9583,7.108,0
1976.0417,6.976,0
1976.125,7.01,0
1976.2083,6.992,0
1976.2917,7.039,0
1976.375,7.004,0
1976.4583,7.073,0
1976.5417,7.064,0
1976.625,7.097,0
1976.7083,7.075,0
1976.7917,7.095,0
1976.875,7.005,0
1976.9583,7.077,0
1977.0417,7.039,0
1977.125,6.971,0
1977.2083,6.982,0
1977.2917,6.948,0
1977.375,6.96,0
1977.4583,6.978,0
1977.5417,7.033,0
1977.625,7.033,0
1977.7083,7.101,0
1977.7917,7.197,0
1977.875,7.084,0
1977.9583,7.194,0
1978.0417,7.061,99
1978.125,7.106,0
1978.2083,6.958,0
1978.2917,7.037,0
1978.375,7.043,0
1978.4583,7.038,0
1978.5417,7.055,0
1978.625,7.069,0
1978.7083,7.112,0
1978.7917,7.143,99
1978.875,7.08,0
1978.9583,7.114,99
1979.0417,7.189,0
1979.125,7.058,0
1979.2083,6.997,0
1979.2917,7.003,0
1979.375,7.001,0
1979.4583,7.067,0
1979.5417,7.096,0
1979.625,7.093,0
1979.7083,7.175,0
1979.7917,7.284,0
1979.9583,7.041,0
1980.0417,7.081,4
1980.125,6.979,12
1980.2083,6.99,14
1980.2917,7.086,12
1980.375,7.049,6
1980.4583,7.006,5
1980.5417,7.076,12
1980.625,7.062,4
1980.7083,7.144,3
1980.7917,7.178,7
1980.875,7.144,0
1980.9583,6.977,0
1981.0417,6.953,1
1981.125,7.022,0
1981.2083,7.034,0
1981.2917,7.057,0
1981.375,7.017,0
1981.4583,7.088,4
1981.5417,7.082,1
1981.625,7.1,0
1981.7083,7.077,0
1981.7917,7.105,0
1981.875,7.126,0
1981.9583,7.065,1
1982.0417,7.09,1
1982.125,7.025,8
1982.2083,7.01,0
1982.2917,7.119,0
1982.375,7.021,0
1982.4583,7.013,0
1982.5417,7.023,0
1982.625,7.076,0
1982.7083,7.143,0
1982.7917,7.049,0
1982.875,7.094,0
1982.9583,6.959,1
1983.0417,6.967,1
1983.125,7.071,0
1983.2083,7.049,0
1983.2917,7.063,0
1983.375,7.045,15
1983.4583,7.045,0
1983.5417,7.029,7
1983.625,7.037,2
1983.7083,7.077,1
1983.7917,7.128,4
1983.875,7.241,0
1984.125,6.966,0
1984.2083,7.086,0
1984.2917,7.109,0
1984.375,7.041,0
1984.4583,7.027,0
1984.5417,7.028,0
1984.625,7.081,0
1984.7083,7.094,0
1984.7917,7.059,0
1984.875,7.128,0
1984.9583,7.079,4
1985.0417,7.08,11
1985.125,7.098,0
1985.2083,6.986,0
1985.2917,7.05,0
1985.375,7.081,0
1985.4583,7.062,0
1985.5417,7.08,0
1985.625,7.047,0
1985.7083,7.097,0
1985.7917,7.124,0
1985.875,7.145,0
1985.9583,7.061,1
1986.0417,6.93,3
1986.125,7.07,2
1986.2083,7.017,3
1986.2917,7.083,3
1986.375,7.023,2
1986.4583,7.094,2
1986.5417,7.119,4
1986.625,7.072,3
1986.7083,7.134,3
1986.7917,7.145,2
1986.875,7.08,2
1986.9583,7.056,2
1987.0417,7.18,7
1987.125,7.03,2
1987.2083,7.098,11
1987.2917,7.042,1
1987.375,7.055,1
1987.4583,7.019,3
1987.5417,7.11,1
1987.625,7.122,3
1987.7083,7.158,4
1987.7917,7.127,2
1987.875,7.129,3
1987.9583,7.314,14
1990.125,7.014,12
1990.2083,7.072,7
1990.2917,7.069,8
1990.375,7.057,11
1990.5417,7.09,9
1990.625,7.102,8
1990.7083,7.1,10
1990.7917,7.151,9
1990.875,7.122,7
1990.9583,7.27,7
1991.9583,7.115,7
1992.125,7.043,15
1992.2083,6.997,8
1992.4583,7.09,6
1992.5417,7.099,14
1992.9583,7.141,13
1995.0417,6.949,9
1995.125,7.006,12
1999.0417,7.018,14
1999.9583,6.996,13
