year_decimal,sea_level_m,flag
2003.2083,7.126,0
2003.2917,7.153,0
2003.375,7.057,0
2003.4583,7.127,0
2003.7083,7.175,13
2003.7917,7.238,0
2003.875,7.172,0
2003.9583,7.163,2
2004.0417,7.095,1
2004.125,7.144,0
2004.2083,7.043,0
2004.2917,7.093,0
2004.375,7.141,0
2004.4583,7.108,0
2004.5417,7.097,0
2004.625,7.141,0
2004.7083,7.146,0
2004.7917,7.2,1
2004.875,7.143,0
2004.9583,7.092,0
2005.0417,7.001,0
2005.125,7.036,0
2005.2083,7.114,0
2005.2917,7.077,2
2005.375,7.063,0
2005.4583,7.138,0
2005.5417,7.092,12
2005.625,7.136,0
2005.7083,7.109,0
2005.7917,7.196,0
2005.875,7.158,0
2005.9583,7.112,0
2006.0417,7.05,0
2006.125,7.067,0
2006.2083,7.071,0
2006.2917,7.092,0
2006.375,7.068,0
2006.4583,7.139,0
2006.5417,7.107,0
2006.625,7.139,0
2006.7083,7.166,0
2006.7917,7.244,0
2006.875,7.262,0
2006.9583,7.102,0
2007.0417,7.115,0
2007.125,7.089,1
2007.2083,7.069,0
2007.2917,7.093,0
2007.375,7.089,0
2007.4583,7.113,0
2007.5417,7.097,4
2007.625,7.145,0
2007.7083,7.18,0
2007.7917,7.228,0
2007.875,7.213,0
2007.9583,7.142,0
2008.0417,7.087,0
2008.125,7.133,0
2008.2083,7.066,0
2008.2917,7.131,3
2008.375,7.127,0
2008.4583,7.112,2
2008.5417,7.103,0
2008.625,7.087,0
2008.7083,7.164,0
2008.7917,7.172,0
2008.875,7.153,0
2008.9583,7.085,0
2009.0417,7.081,0
2009.125,7.135,0
2009.2083,7.136,2
2009.2917,7.069,15
2009.375,7.102,8
2009.4583,7.178,6
2009.5417,7.089,3
2009.625,7.136,1
2009.7083,7.157,0
2009.7917,7.212,0
2009.875,7.113,1
2009.9583,7.235,0
2010.0417,7.16,0
2010.125,7.264,0
2010.2083,7.188,0
2010.2917,7.173,0
2010.375,7.139,3
2010.4583,7.162,4
2010.5417,7.148,1
2010.625,7.181,0
2010.7083,7.211,2
2010.7917,7.235,2
2010.875,7.202,0
2010.9583,7.268,3
2011.0417,7.184,0
2011.125,7.078,0
2011.2083,7.145,0
2011.2917,7.197,0
2011.375,7.201,0
2011.4583,7.148,0
2011.5417,7.13,0
2011.625,7.144,0
2011.7083,7.152,0
2011.7917,7.228,0
2011.875,7.194,0
2011.9583,7.046,0
2012.0417,7.037,0
2012.125,6.989,0
2012.2083,7.055,0
2012.2917,7.13,0
2012.375,7.135,0
2012.4583,7.094,0
2012.5417,7.114,0
2012.625,7.142,0
2012.7083,7.199,0
2012.875,7.207,7
2012.9583,7.113,14
2013.0417,7.055,3
2013.125,7.061,0
2013.2083,7.236,14
2013.2917,7.12,5
2013.375,7.122,1
2013.4583,7.099,0
2013.5417,7.181,0
2013.625,7.189,2
2013.7083,7.213,0
2013.7917,7.214,0
2013.875,7.145,1
2013.9583,7.108,0
2014.0417,7.108,1
2014.125,7.049,0
2014.2083,7.073,0
2014.2917,7.158,0
2014.375,7.138,1
2014.4583,7.148,1
2014.5417,7.147,0
2014.625,7.134,0
2014.7083,7.224,0
2014.7917,7.245,0
2014.875,7.309,0
2014.9583,7.118,0
2015.0417,7.031,0
2015.125,7.039,0
2015.2083,7.079,0
2015.2917,7.146,0
2015.375,7.141,0
2015.4583,7.164,0
2015.5417,7.141,1
2015.625,7.161,0
2015.7083,7.187,0
2015.7917,7.291,0
2015.875,7.164,0
2015.9583,7.141,0
2016.0417,7.117,0
2016.125,7.058,0
2016.2083,7.082,0
2016.2917,7.16,0
2016.375,7.176,0
2016.4583,7.131,0
2016.5417,7.171,1
2016.625,7.198,0
2016.7083,7.157,1
2016.7917,7.246,0
2016.875,7.252,0
2016.9583,7.213,9
2017.0417,7.11,4
2017.125,7.134,0
2017.2083,7.099,2
2017.2917,7.16,10
2017.375,7.228,7
2017.4583,7.178,0
2017.5417,7.157,2
2017.625,7.184,0
2017.7083,7.154,0
2017.7917,7.215,0
2017.875,7.226,9
2017.9583,7.087,0
2018.0417,7.065,0
2018.125,7.128,0
2018.2083,7.201,0
2018.2917,7.166,6
2018.375,7.156,3
2018.4583,7.136,0
2018.5417,7.131,1
2018.625,7.192,0
2018.7083,7.232,0
2018.7917,7.273,0
2018.875,7.234,0
2018.9583,7.113,0
2019.0417,7.119,0
2019.125,7.096,0
2019.2083,7.113,0
2019.2917,7.18,0
2019.375,7.162,0
2019.4583,7.157,0
2019.5417,7.183,8
2019.625,7.156,0
2019.7083,7.21,0
2019.7917,7.208,0
2019.875,7.19,0
2019.9583,7.161,2
2020.0417,7.128,0
2020.125,7.091,0
2020.2083,7.158,0
2020.2917,7.212,0
2020.375,7.185,0
2020.4583,7.196,0
2020.5417,7.211,0
2020.625,7.186,0
2020.7083,7.215,0
2020.7917,7.175,12
2020.9583,7.19,0
2021.0417,7.152,0
2021.125,7.169,0
2021.2083,7.135,0
2021.2917,7.251,0
2021.375,7.119,0
2021.4583,7.168,0
2021.5417,7.154,0
2021.625,7.177,0
2021.7083,7.223,0
2021.7917,7.225,0
2021.875,7.23,0
2021.9583,7.165,0
2022.0417,7.128,0
2022.125,7.101,0
2022.2083,7.152,8
2022.2917,7.166,0
2022.375,7.169,0
2022.4583,7.188,0
2022.5417,7.194,0
2022.625,7.192,0
2022.7083,7.214,0
2022.7917,7.24,0
2022.875,7.228,0
2022.9583,7.278,0
